"","Date","sulfate","nitrate","ID"
"6806","2003-11-11",0.56,0.81,28
"7165","2003-12-17",0.53,3.1,28
"7432","2004-01-13",0.54,1.6,28
"8126","2004-03-22",0.92,0.47,28
"8248","2004-04-03",0.75,0.35,28
"8273","2004-04-06",0.85,0.49,28
"8369","2004-04-15",0.85,0.36,28
"8426","2004-04-21",0.6,0.31,28
"8488","2004-04-27",2,0.28,28
"8548","2004-05-03",0.78,0.23,28
"86010","2004-05-09",0.54,0.24,28
"86610","2004-05-15",0.66,0.3,28
"8693","2004-05-18",0.86,0.19,28
"8788","2004-05-27",0.75,0.3,28
"8847","2004-06-02",0.56,0.2,28
"90210","2004-06-20",0.91,0.23,28
"9088","2004-06-26",0.82,0.2,28
"9113","2004-06-29",0.67,0.16,28
"92010","2004-07-08",1.1,0.24,28
"9268","2004-07-14",0.94,0.21,28
"9328","2004-07-20",0.59,0.14,28
"9388","2004-07-26",0.82,0.15,28
"9449","2004-08-01",1.1,0.24,28
"9532","2004-08-10",0.66,0.29,28
"9627","2004-08-19",0.86,0.23,28
"9748","2004-08-31",1.3,0.22,28
"9928","2004-09-18",0.7,0.27,28
"10049","2004-09-30",1,0.35,28
"10107","2004-10-06",0.77,0.22,28
"10165","2004-10-12",0.55,0.15,28
"10289","2004-10-24",0.61,0.18,28
"103410","2004-10-30",0.58,0.32,28
"10529","2004-11-17",0.56,0.45,28
"11008","2005-01-04",0.55,0.83,28
"11214","2005-01-25",0.56,5.2,28
"11309","2005-02-03",0.56,1.6,28
"11428","2005-02-15",0.52,1.1,28
"11547","2005-02-27",0.83,1,28
"117210","2005-03-17",1,1.4,28
"11847","2005-03-29",0.57,0.09,28
"11966","2005-04-10",0.58,0.36,28
"12148","2005-04-28",1,0.4,28
"12205","2005-05-04",1.1,0.27,28
"12327","2005-05-16",0.61,0.36,28
"12447","2005-05-28",0.73,0.19,28
"12472","2005-05-31",0.89,0.16,28
"12627","2005-06-15",0.58,0.25,28
"12688","2005-06-21",1.3,0.3,28
"12831","2005-07-06",0.64,0.27,28
"12867","2005-07-09",1.5,0.04,28
"12986","2005-07-21",1.3,0.16,28
"13046","2005-07-27",0.55,0.14,28
"13167","2005-08-08",1.1,0.12,28
"13286","2005-08-20",1.2,0.15,28
"13312","2005-08-23",0.55,0.1,28
"13467","2005-09-07",0.58,0.2,28
"13586","2005-09-19",0.56,0.15,28
"13704","2005-10-01",0.59,0.24,28
"13886","2005-10-19",1,0.55,28
"13946","2005-10-25",0.66,0.34,28
"14006","2005-10-31",1.3,0.31,28
"14123","2005-11-12",0.8,0.39,28
"14425","2005-12-12",0.91,4.7,28
"15086","2006-02-16",0.51,0.61,28
"15745","2006-04-23",0.65,0.31,28
"15805","2006-04-29",0.59,0.17,28
"15833","2006-05-02",0.92,0.23,28
"15925","2006-05-11",1.3,0.29,28
"15984","2006-05-17",0.72,0.18,28
"16046","2006-05-23",0.86,0.53,28
"16165","2006-06-04",0.51,0.11,28
"16226","2006-06-10",1,0.42,28
"16251","2006-06-13",1.6,0.46,28
"16344","2006-06-22",0.58,0.11,28
"16465","2006-07-04",1.1,0.25,28
"16526","2006-07-10",0.81,0.18,28
"16585","2006-07-16",0.88,0.11,28
"16646","2006-07-22",0.52,0.12,28
"16673","2006-07-25",1,0.14,28
"16765","2006-08-03",0.66,0.04,28
"16826","2006-08-09",0.71,0.13,28
"16886","2006-08-15",1.1,0.32,28
"16945","2006-08-21",1,0.19,28
"17033","2006-08-30",0.7,0.2,28
"17093","2006-09-05",1.1,0.24,28
"17185","2006-09-14",0.8,0.38,28
"17484","2006-10-14",0.72,0.3,28
"17665","2006-11-01",0.53,0.39,28
"18361","2007-01-10",0.51,0.65,28
"18565","2007-01-30",0.53,1.7,28
"18926","2007-03-07",0.8,1.8,28
"19045","2007-03-19",0.66,0.53,28
"19165","2007-03-31",0.63,0.43,28
"19191","2007-04-03",1.2,0.31,28
"19466","2007-04-30",1.4,0.3,28
"19525","2007-05-06",0.6,0.2,28
"19585","2007-05-12",1.2,1.2,28
"19615","2007-05-15",1.5,0.32,28
"19765","2007-05-30",1.6,0.39,28
"19825","2007-06-05",0.6,0.12,28
"19884","2007-06-11",0.53,0.16,28
"19945","2007-06-17",0.68,0.15,28
"20005","2007-06-23",1.5,0.24,28
"20033","2007-06-26",0.63,0.2,28
"20184","2007-07-11",1.2,0.28,28
"20244","2007-07-17",0.89,0.14,28
"20364","2007-07-29",0.56,0.14,28
"20424","2007-08-04",0.62,0.14,28
"20543","2007-08-16",0.51,0.11,28
"20665","2007-08-28",0.82,0.1,28
"20846","2007-09-15",0.8,0.35,28
"20873","2007-09-18",0.63,0.29,28
"20966","2007-09-27",0.51,0.2,28
"21026","2007-10-03",0.55,0.28,28
"21086","2007-10-09",0.52,1.2,28
"21144","2007-10-15",0.53,0.42,28
"21293","2007-10-30",0.56,0.34,28
"21386","2007-11-08",1,0.54,28
"22104","2008-01-19",0.58,2.8,28
"2213","2008-01-22",0.57,0.78,28
"22765","2008-03-25",0.62,0.18,28
"22823","2008-03-31",0.7,0.45,28
"22884","2008-04-06",0.67,0.26,28
"22943","2008-04-12",1.1,0.29,28
"22972","2008-04-15",0.87,0.16,28
"23064","2008-04-24",0.83,0.39,28
"23186","2008-05-06",1.5,0.46,28
"23244","2008-05-12",1.2,0.1,28
"23391","2008-05-27",0.68,0.27,28
"23605","2008-06-17",0.57,0.29,28
"23724","2008-06-29",1.6,0.5,28
"23784","2008-07-05",0.74,0.3,28
"23815","2008-07-08",0.51,0.13,28
"23904","2008-07-17",0.59,0.2,28
"23964","2008-07-23",1.1,0.73,28
"24025","2008-07-29",0.57,0.14,28
"24206","2008-08-16",0.57,0.12,28
"24386","2008-09-03",0.6,0.13,28
"24446","2008-09-09",0.69,0.15,28
"24506","2008-09-15",0.72,0.19,28
"24565","2008-09-21",0.72,0.27,28
"24626","2008-09-27",0.51,0.1,28
"24652","2008-09-30",1,0.16,28
"24745","2008-10-09",0.56,0.24,28
"24806","2008-10-15",0.51,0.23,28
"24863","2008-10-21",0.61,0.21,28
"24924","2008-10-27",0.73,0.53,28
"25344","2008-12-08",0.59,0.66,28
"25465","2008-12-20",0.56,1.3,28
"26332","2009-03-17",1.5,0.51,28
"26423","2009-03-26",0.51,0.39,28
"26544","2009-04-07",0.53,0.39,28
"26606","2009-04-13",0.59,NA,28
"26666","2009-04-19",0.64,NA,28
"26724","2009-04-25",0.68,NA,28
"26753","2009-04-28",1.7,NA,28
"26906","2009-05-13",0.59,0.23,28
"26964","2009-05-19",0.53,0.19,28
"27025","2009-05-25",0.76,0.42,28
"27085","2009-05-31",1.4,0.29,28
"27145","2009-06-06",0.65,0.22,28
"27171","2009-06-09",0.81,0.26,28
"27326","2009-06-24",0.69,0.35,28
"27386","2009-06-30",1,0.26,28
"27446","2009-07-06",0.69,0.16,28
"27565","2009-07-18",0.63,0.17,28
"27805","2009-08-11",0.67,0.35,28
"27926","2009-08-23",0.66,0.27,28
"28226","2009-09-22",0.52,0.11,28
"28286","2009-09-28",0.62,0.32,28
"28527","2009-10-22",0.62,0.22,28
"28706","2009-11-09",0.59,0.42,28
"29005","2009-12-09",0.68,1,28
"29602","2010-02-07",0.69,0.41,28
"30024","2010-03-21",0.52,0.47,28
"30265","2010-04-14",0.63,0.48,28
"30386","2010-04-26",1.2,0.4,28
"1392","2001-05-19",4.425,14.95,29
"1452","2001-05-25",5.035,23.6,29
"15216","2001-06-01",5.81,26.2,29
"1577","2001-06-06",6.45,20.95,29
"1632","2001-06-12",5.2,8.695,29
"1698","2001-06-18",3.96,8.79,29
"1757","2001-06-24",2.455,3.84,29
"1817","2001-06-30",5.18,12.55,29
"18710","2001-07-06",7.605,20.05,29
"1937","2001-07-12",2.915,11.35,29
"19616","2001-07-15",5.77,15.7,29
"1998","2001-07-18",3.955,8.905,29
"20213","2001-07-21",4.36,7.945,29
"2057","2001-07-24",5.81,11.9,29
"20811","2001-07-27",6.735,21.3,29
"2117","2001-07-30",6.935,14.25,29
"21410","2001-08-02",5.555,16.35,29
"2178","2001-08-05",5.41,15.35,29
"22012","2001-08-08",5.15,11.4,29
"22613","2001-08-14",3.595,5.845,29
"22910","2001-08-17",4.355,11.2,29
"23212","2001-08-20",4.155,7.29,29
"2358","2001-08-23",6.56,17.4,29
"23816","2001-08-26",7.68,21.75,29
"2418","2001-08-29",5.025,8.955,29
"2472","2001-09-04",5.6,9.98,29
"25010","2001-09-07",5.78,19,29
"2531","2001-09-10",6.9,20.15,29
"26211","2001-09-19",8.535,25.5,29
"2658","2001-09-22",6.32,17.5,29
"26812","2001-09-25",1.81,3.475,29
"2718","2001-09-28",4.575,15.2,29
"27412","2001-10-01",2.945,4.72,29
"2777","2001-10-04",5.005,10.1,29
"28013","2001-10-07",3.905,12.6,29
"2835","2001-10-10",4.055,19.15,29
"28612","2001-10-13",1.845,6.145,29
"28910","2001-10-16",6.805,27,29
"29212","2001-10-19",4.135,19.45,29
"29812","2001-10-25",8,32,29
"3017","2001-10-28",5.07,16.1,29
"30411","2001-10-31",1.8,5.43,29
"3078","2001-11-03",5.065,39.85,29
"3135","2001-11-09",3.845,13.95,29
"31611","2001-11-12",2.165,5.605,29
"3198","2001-11-15",0.644,8.425,29
"3228","2001-11-18",1.91,24.3,29
"3258","2001-11-21",1.85,17.85,29
"35211","2001-12-18",0.5805,11.75,29
"3615","2001-12-27",0.6455,8.91,29
"3648","2001-12-30",0.674,5.83,29
"3675","2002-01-02",4.595,22.1,29
"3795","2002-01-14",2.085,17,29
"3826","2002-01-17",2.175,9.955,29
"3855","2002-01-20",0.81,8.485,29
"38810","2002-01-23",0.5435,0.6015,29
"3915","2002-01-26",0.9765,8.395,29
"4037","2002-02-07",2.285,27.55,29
"4096","2002-02-13",1.715,12.6,29
"4128","2002-02-16",4.775,22.3,29
"4156","2002-02-19",1.43,11.15,29
"4217","2002-02-25",2.045,13.3,29
"4306","2002-03-06",2.025,9.33,29
"4337","2002-03-09",0.752,3.395,29
"4367","2002-03-12",2.855,16.1,29
"4457","2002-03-21",1.27,15.2,29
"4486","2002-03-24",1.22,1.595,29
"4517","2002-03-27",2.47,8.715,29
"45410","2002-03-30",7.655,34.05,29
"4607","2002-04-05",3.44,11.5,29
"4664","2002-04-11",5.455,28.7,29
"4697","2002-04-14",6.325,31.6,29
"4729","2002-04-17",1.595,2.105,29
"4755","2002-04-20",1.49,4.2,29
"4788","2002-04-23",2.415,8.41,29
"4817","2002-04-26",2.675,2.87,29
"4848","2002-04-29",1.11,3.36,29
"4875","2002-05-02",1.645,5.975,29
"4908","2002-05-05",5.55,14.85,29
"4935","2002-05-08",3.89,10.05,29
"4967","2002-05-11",2.28,5.77,29
"4996","2002-05-14",2.34,7.56,29
"5088","2002-05-23",2.035,9.25,29
"5115","2002-05-26",3.84,11.5,29
"5147","2002-05-29",6.195,21.8,29
"5175","2002-06-01",5.36,21.1,29
"5235","2002-06-07",4.505,16.9,29
"5267","2002-06-10",2.46,10.25,29
"5294","2002-06-13",3.905,11.85,29
"5327","2002-06-16",3.71,8.6,29
"5355","2002-06-19",5.115,11.55,29
"5385","2002-06-22",5.335,17.6,29
"5414","2002-06-25",8.625,24.6,29
"5446","2002-06-28",3.94,11.05,29
"5506","2002-07-04",5.87,13.55,29
"5533","2002-07-07",9.685,19.9,29
"5566","2002-07-10",4.62,10.95,29
"5655","2002-07-19",7.835,19,29
"5687","2002-07-22",7.33,15.85,29
"5748","2002-07-28",3.89,9.155,29
"5774","2002-07-31",6.575,15.95,29
"5807","2002-08-03",5.57,16.45,29
"5835","2002-08-06",2.135,5.03,29
"5927","2002-08-15",7.505,20.85,29
"5953","2002-08-18",7.205,27.4,29
"6015","2002-08-24",3.595,11.55,29
"6075","2002-08-30",5.36,13.05,29
"6105","2002-09-02",2.665,1.295,29
"6135","2002-09-05",6.175,16.7,29
"6196","2002-09-11",2.66,6.46,29
"6229","2002-09-14",5.195,15.45,29
"6255","2002-09-17",3.035,9.59,29
"62810","2002-09-20",6.17,24.2,29
"6469","2002-10-08",2.97,10.05,29
"6494","2002-10-11",7.655,29.3,29
"6526","2002-10-14",8.845,33.55,29
"6555","2002-10-17",5.065,13.85,29
"6586","2002-10-20",7.755,33.7,29
"6615","2002-10-23",4.55,19.85,29
"6645","2002-10-26",4.425,20.75,29
"6676","2002-10-29",4.685,16.6,29
"6708","2002-11-01",5.565,29.95,29
"6736","2002-11-04",2.075,12.2,29
"6767","2002-11-07",2.96,22.25,29
"6795","2002-11-10",2.2,6.795,29
"6975","2002-11-28",1.165,0.189,29
"7005","2002-12-01",1.0195,6.215,29
"7034","2002-12-04",1.67,21.15,29
"7066","2002-12-07",2.745,28.45,29
"7095","2002-12-10",1.91,15.05,29
"7128","2002-12-13",1.33,16.2,29
"7154","2002-12-16",1.325,4.1,29
"7186","2002-12-19",0.8555,5.08,29
"7251","2002-12-26",0.648,6.76,29
"7274","2002-12-28",0.75,7.25,29
"7393","2003-01-09",1.505,6.185,29
"7425","2003-01-12",4.06,23,29
"7515","2003-01-21",5.265,19.2,29
"7546","2003-01-24",0.6245,4.825,29
"7576","2003-01-27",0.632,3.17,29
"7726","2003-02-11",0.632,0.912,29
"7756","2003-02-14",2.115,12.55,29
"7786","2003-02-17",2.065,13.6,29
"7843","2003-02-23",3.395,15.5,29
"7876","2003-02-26",1.18,3.76,29
"7936","2003-03-04",1.24,4.33,29
"7964","2003-03-07",1.705,13.4,29
"7997","2003-03-10",2.575,23,29
"8025","2003-03-13",5.045,30.9,29
"8055","2003-03-16",0.728,0.8975,29
"8115","2003-03-22",2.015,14.95,29
"8145","2003-03-25",2.58,11.9,29
"8235","2003-04-03",1.32,2.54,29
"8265","2003-04-06",1.385,5.12,29
"8298","2003-04-09",1.29,9.885,29
"8355","2003-04-15",1.28,4.42,29
"8386","2003-04-18",1.79,3.59,29
"8415","2003-04-21",3.015,5.46,29
"8445","2003-04-24",2.325,7.84,29
"8475","2003-04-27",1.695,5.225,29
"8505","2003-04-30",1.155,4.49,29
"8596","2003-05-09",1.295,1.8,29
"8625","2003-05-12",2.085,11.6,29
"8656","2003-05-15",3.74,10.45,29
"8685","2003-05-18",5.375,16.6,29
"8716","2003-05-21",4.785,14.6,29
"8744","2003-05-24",4.735,23.25,29
"8775","2003-05-27",5.82,22.95,29
"8802","2003-05-30",6.09,22.35,29
"8865","2003-06-05",3.26,18.25,29
"8896","2003-06-08",5.555,27.4,29
"8926","2003-06-11",2.125,9.6,29
"8957","2003-06-14",4.85,22.2,29
"8984","2003-06-17",7.935,26.95,29
"9043","2003-06-23",3.73,7.305,29
"9074","2003-06-26",3.505,12.25,29
"9102","2003-06-29",7.535,17.35,29
"9133","2003-07-02",3.45,7.805,29
"9193","2003-07-08",5.925,15.8,29
"9222","2003-07-11",5.085,12.6,29
"9255","2003-07-14",6.385,13.15,29
"9283","2003-07-17",4.97,11.7,29
"9344","2003-07-23",4.035,12,29
"9375","2003-07-26",5.285,13.9,29
"9524","2003-08-10",2.215,3.74,29
"9584","2003-08-16",2.475,3.545,29
"9642","2003-08-22",2.82,8.165,29
"9736","2003-08-31",5.1,12.6,29
"9944","2003-09-21",5.595,13.3,29
"9977","2003-09-24",5.8,17.45,29
"10005","2003-09-27",5.945,27,29
"10062","2003-10-03",2.845,11.65,29
"10095","2003-10-06",8.885,40.4,29
"10245","2003-10-21",1.45,3.03,29
"10364","2003-11-02",1.0285,4.98,29
"10397","2003-11-05",1.455,13.5,29
"10425","2003-11-08",1.0725,7.6,29
"10457","2003-11-11",0.51,1.0465,29
"10514","2003-11-17",0.9925,8.14,29
"10545","2003-11-20",1.915,9.905,29
"10605","2003-11-26",1.63,9.52,29
"10697","2003-12-05",1.745,18.6,29
"10756","2003-12-11",0.953,5.065,29
"10784","2003-12-14",1.145,7.62,29
"10844","2003-12-20",0.6095,8.605,29
"11086","2004-01-13",0.9985,3.41,29
"11143","2004-01-19",4.205,24.95,29
"11206","2004-01-25",1.525,5.7,29
"11236","2004-01-28",1.82,16.65,29
"11265","2004-01-31",1.4,4.925,29
"11294","2004-02-03",0.5675,1.915,29
"11415","2004-02-15",1.685,12.6,29
"11444","2004-02-18",1.84,20.25,29
"11504","2004-02-24",1.115,3.92,29
"11565","2004-03-01",1.175,5.45,29
"11596","2004-03-04",1.36,4.395,29
"11655","2004-03-10",0.959,3.82,29
"11685","2004-03-13",4.625,24.9,29
"11777","2004-03-22",8.625,34.75,29
"11806","2004-03-25",4.5,22.9,29
"11835","2004-03-28",0.7655,1.91,29
"11864","2004-03-31",2.91,7.24,29
"11894","2004-04-03",2.19,5.46,29
"11955","2004-04-09",6.16,28.2,29
"11984","2004-04-12",4.345,10.6,29
"12015","2004-04-15",3.31,10.55,29
"12044","2004-04-18",1.105,2.58,29
"12075","2004-04-21",2.68,9.995,29
"12136","2004-04-27",2.785,1.165,29
"12165","2004-04-30",2.545,5.215,29
"12194","2004-05-03",1.525,0.794,29
"12224","2004-05-06",2.21,2.56,29
"12256","2004-05-09",1.9,4.51,29
"12285","2004-05-12",2.365,5.04,29
"12316","2004-05-15",2.56,6.86,29
"12375","2004-05-21",3.16,5.65,29
"12435","2004-05-27",3.445,10.12,29
"12644","2004-06-17",3.295,16.5,29
"12675","2004-06-20",7.895,21.5,29
"12734","2004-06-26",7.65,18.25,29
"12794","2004-07-02",2.91,9.275,29
"12855","2004-07-08",4.74,8.475,29
"12884","2004-07-11",4.35,5.82,29
"12944","2004-07-17",2.565,3.205,29
"12975","2004-07-20",2.615,3.29,29
"13004","2004-07-23",6.865,14.5,29
"13034","2004-07-26",3.905,5.79,29
"13063","2004-07-29",4.54,13.3,29
"13094","2004-08-01",5.75,12,29
"13123","2004-08-04",5.295,13.9,29
"13154","2004-08-07",5.225,9.92,29
"13182","2004-08-10",3.75,6.385,29
"13275","2004-08-19",4.105,9.9,29
"13303","2004-08-22",4.825,11.85,29
"13362","2004-08-28",5.105,11.3,29
"13395","2004-08-31",6.965,14.3,29
"13424","2004-09-03",3.515,4.695,29
"13453","2004-09-06",2.065,1.815,29
"13483","2004-09-09",4.415,7.22,29
"13512","2004-09-12",3.49,4.05,29
"13542","2004-09-15",4.29,16,29
"13573","2004-09-18",5.74,13.95,29
"13634","2004-09-24",2.36,7.365,29
"13663","2004-09-27",8.2,19.05,29
"13693","2004-09-30",2.53,5.19,29
"13723","2004-10-03",5.75,18.25,29
"13753","2004-10-06",7.54,18.55,29
"13813","2004-10-12",3.25,6.255,29
"13843","2004-10-15",6.895,12.65,29
"13903","2004-10-21",1.13,2.98,29
"13934","2004-10-24",2.75,17.95,29
"13993","2004-10-30",1.03,8.57,29
"14031","2004-11-03",0.775,5.14,29
"14053","2004-11-05",0.99,4.97,29
"14084","2004-11-08",1.225,5.255,29
"14116","2004-11-11",2.885,9.76,29
"14142","2004-11-14",1.115,1.045,29
"14235","2004-11-23",1.195,8.26,29
"14266","2004-11-26",1.895,17.6,29
"14356","2004-12-05",1.11,2.805,29
"14384","2004-12-08",0.8045,4.59,29
"14444","2004-12-14",0.547,1.98,29
"14485","2004-12-18",0.697,4.34,29
"14506","2004-12-20",0.702,4.65,29
"14682","2005-01-07",0.5375,4.27,29
"14866","2005-01-25",2.18,5.35,29
"14895","2005-01-28",0.746,2.855,29
"14955","2005-02-03",0.6225,0.1795,29
"14983","2005-02-06",1.345,4.71,29
"15044","2005-02-12",0.636,2.08,29
"15074","2005-02-15",1.16,5.64,29
"15165","2005-02-24",1.45,13.15,29
"15195","2005-02-27",2.63,9.835,29
"15224","2005-03-02",2.09,8.77,29
"15255","2005-03-05",0.598,4.31,29
"15285","2005-03-08",3.93,17.9,29
"15315","2005-03-11",3.74,21,29
"15435","2005-03-23",0.788,1.04,29
"15524","2005-04-01",0.787,0.815,29
"15556","2005-04-04",1.71,1.58,29
"15646","2005-04-13",3.03,9.37,29
"15676","2005-04-16",2.92,17.5,29
"15735","2005-04-22",2.71,6.79,29
"15764","2005-04-25",2.22,4.92,29
"15797","2005-04-28",0.769,0.814,29
"15824","2005-05-01",3.67,10.2,29
"15856","2005-05-04",5.13,15.9,29
"15884","2005-05-07",1.33,3.03,29
"15916","2005-05-10",1.09,2.37,29
"15942","2005-05-13",1.58,7.03,29
"15976","2005-05-16",4.49,8.09,29
"16005","2005-05-19",2.89,9.22,29
"16035","2005-05-22",3.9,7.84,29
"16064","2005-05-25",7.02,16.5,29
"16097","2005-05-28",5.3,16.6,29
"16124","2005-05-31",4.81,11.4,29
"16156","2005-06-03",2.92,6.95,29
"16184","2005-06-06",4.25,6.33,29
"16215","2005-06-09",2.83,5.17,29
"16245","2005-06-12",4.31,10.5,29
"16275","2005-06-15",4.25,20.6,29
"16305","2005-06-18",1.21,2.91,29
"16334","2005-06-21",1.57,5.32,29
"16453","2005-07-03",6.19,11.8,29
"16483","2005-07-06",5.39,11.8,29
"16516","2005-07-09",6.59,13.3,29
"16575","2005-07-15",5.65,12.1,29
"16635","2005-07-21",3.76,2.53,29
"16664","2005-07-24",4,5.11,29
"16694","2005-07-27",5.23,5.98,29
"16724","2005-07-30",4.31,4.7,29
"16756","2005-08-02",6.23,11.5,29
"16877","2005-08-14",6.21,12.7,29
"16905","2005-08-17",4.82,14.7,29
"16936","2005-08-20",4.56,10.2,29
"16965","2005-08-23",6.08,11,29
"16996","2005-08-26",3.1,2.99,29
"17118","2005-09-07",2.6,6.22,29
"17144","2005-09-10",2.81,6.5,29
"17176","2005-09-13",3.46,7.03,29
"17204","2005-09-16",5.17,14.5,29
"17236","2005-09-19",5.29,14.3,29
"17264","2005-09-22",3.32,14.7,29
"17325","2005-09-28",0.653,0.272,29
"17356","2005-10-01",4.98,13.5,29
"17386","2005-10-04",0.987,1.11,29
"17415","2005-10-07",1.36,4.06,29
"17476","2005-10-13",2.63,4.78,29
"17504","2005-10-16",1.05,1.25,29
"17534","2005-10-19",2.12,13.4,29
"17565","2005-10-22",9.86,53.9,29
"17597","2005-10-25",1.9,6.29,29
"17655","2005-10-31",1.68,0.821,29
"17685","2005-11-03",4.3,12.5,29
"17716","2005-11-06",3.26,24.1,29
"17744","2005-11-09",1.9,5.66,29
"17775","2005-11-12",2.65,19.9,29
"17803","2005-11-15",0.876,2.66,29
"17865","2005-11-21",0.539,0.493,29
"17896","2005-11-24",1.68,11.5,29
"17955","2005-11-30",1.41,13.3,29
"18104","2005-12-15",1.96,10.9,29
"18136","2005-12-18",2.21,8.98,29
"18165","2005-12-21",0.594,4.71,29
"18196","2005-12-24",0.544,2.24,29
"18223","2005-12-27",2.44,15.3,29
"18254","2005-12-30",2.66,13,29
"18345","2006-01-08",0.874,7.57,29
"18376","2006-01-11",0.709,5.61,29
"18404","2006-01-14",3.31,10.1,29
"18444","2006-01-18",1.08,6.96,29
"18525","2006-01-26",1.75,6.34,29
"18556","2006-01-29",1.77,15.1,29
"18584","2006-02-01",2.72,15.3,29
"18616","2006-02-04",4.77,27.7,29
"18675","2006-02-10",1.6,14,29
"18736","2006-02-16",0.657,2.08,29
"18796","2006-02-22",0.834,6.84,29
"18824","2006-02-25",2.26,18.7,29
"18856","2006-02-28",0.509,1.48,29
"18885","2006-03-03",0.925,5.37,29
"18916","2006-03-06",1.27,15.1,29
"18946","2006-03-09",1.21,4.63,29
"18976","2006-03-12",0.599,2.31,29
"19005","2006-03-15",1.665,5.94,29
"19037","2006-03-18",1.03,1.975,29
"19064","2006-03-21",0.76,1.72,29
"19095","2006-03-24",0.9435,7.815,29
"19125","2006-03-27",1.77,9.255,29
"19186","2006-04-02",1.85,5.925,29
"19245","2006-04-08",1.445,8.555,29
"19276","2006-04-11",0.7435,2.795,29
"19303","2006-04-14",0.985,1.785,29
"19335","2006-04-17",1.0135,2.96,29
"19363","2006-04-20",1.335,9.48,29
"19395","2006-04-23",1.125,1.825,29
"19425","2006-04-26",1.46,2.67,29
"19456","2006-04-29",4.615,23.4,29
"19484","2006-05-02",6.265,28.4,29
"19516","2006-05-05",3.945,9.015,29
"19545","2006-05-08",6.67,21.15,29
"19576","2006-05-11",8.945,29.95,29
"19633","2006-05-17",8.49,27.75,29
"19663","2006-05-20",5.71,15.15,29
"19722","2006-05-26",4.185,9.895,29
"19756","2006-05-29",1.595,3.795,29
"19815","2006-06-04",4.205,5.88,29
"19873","2006-06-10",2.925,7.915,29
"19911","2006-06-14",1.47,3.165,29
"19936","2006-06-16",2.16,2.7,29
"19962","2006-06-19",5.62,10.95,29
"19996","2006-06-22",5.585,15.5,29
"20024","2006-06-25",7,9.005,29
"20055","2006-06-28",2.655,1.685,29
"20083","2006-07-01",3.55,5.725,29
"20185","2006-07-11",4.39,4.44,29
"20203","2006-07-13",1.495,2.175,29
"20235","2006-07-16",3.5,3.495,29
"20295","2006-07-22",3.835,2.33,29
"20324","2006-07-25",6.625,7.31,29
"20355","2006-07-28",4.12,3.22,29
"20383","2006-07-31",3.895,2.615,29
"20413","2006-08-03",4.515,10.35,29
"20444","2006-08-06",3.98,6.855,29
"20475","2006-08-09",2.41,4.18,29
"20504","2006-08-12",5.81,7.685,29
"20624","2006-08-24",3.36,3.98,29
"20655","2006-08-27",2.525,2.27,29
"20714","2006-09-02",2.675,2.99,29
"20743","2006-09-05",1.92,0.8845,29
"20802","2006-09-11",4.4,7.445,29
"20834","2006-09-14",3.85,7.565,29
"20864","2006-09-17",0.8665,1.03,29
"20893","2006-09-20",1.92,2.475,29
"20922","2006-09-23",1.4,2.775,29
"20954","2006-09-26",4.585,12.8,29
"21014","2006-10-02",2.785,7.7,29
"21042","2006-10-05",1.375,5.55,29
"21074","2006-10-08",3.335,14,29
"21104","2006-10-11",3.455,12.55,29
"21132","2006-10-14",1.62,2.665,29
"21161","2006-10-17",2.07,4.325,29
"21193","2006-10-20",0.978,3.3,29
"21223","2006-10-23",1.185,2.06,29
"21253","2006-10-26",0.5255,0.9995,29
"21284","2006-10-29",1.965,10.4,29
"21314","2006-11-01",5.095,22.9,29
"21344","2006-11-04",2.945,6.57,29
"21375","2006-11-07",0.663,1.68,29
"21403","2006-11-10",1.73,6.855,29
"21434","2006-11-13",0.977,4.235,29
"21463","2006-11-16",0.782,5.82,29
"21494","2006-11-19",0.504,0.267,29
"21523","2006-11-22",1.88,9.285,29
"21553","2006-11-25",3.43,10.4,29
"21581","2006-11-28",0.794,2.26,29
"21745","2006-12-14",0.7395,6.865,29
"21762","2006-12-16",1.21,7.535,29
"21823","2006-12-22",0.595,6.53,29
"21915","2006-12-31",1.04,10.95,29
"22123","2007-01-21",0.589,1.675,29
"22155","2007-01-24",0.6525,5.33,29
"22184","2007-01-27",2.2,9.475,29
"22215","2007-01-30",1.48,10.6,29
"22275","2007-02-05",0.5115,2.105,29
"22303","2007-02-08",2.25,15,29
"22334","2007-02-11",2.2,8.97,29
"22364","2007-02-14",0.7805,4.185,29
"22573","2007-03-07",1.08,3.18,29
"22603","2007-03-10",4.28,14.05,29
"22663","2007-03-16",6.605,25.1,29
"22754","2007-03-25",5.235,13.4,29
"22784","2007-03-28",0.565,1.685,29
"22815","2007-03-31",1.46,4.35,29
"22844","2007-04-03",3.64,12.3,29
"22872","2007-04-06",5.025,13.15,29
"22902","2007-04-09",3.63,9.11,29
"22962","2007-04-15",1.905,2.67,29
"23023","2007-04-21",1.815,11.65,29
"23054","2007-04-24",1.22,6.955,29
"23083","2007-04-27",3.27,11.25,29
"23114","2007-04-30",6.695,20.85,29
"23144","2007-05-03",2.24,3.955,29
"23175","2007-05-06",0.633,0.1795,29
"23203","2007-05-09",2.04,2.22,29
"23235","2007-05-12",4.64,12,29
"23324","2007-05-21",2.41,6.24,29
"23355","2007-05-24",2.825,10.45,29
"23384","2007-05-27",6.18,13.65,29
"23415","2007-05-30",5.195,13.3,29
